"year","geo_id","name","median_home_value","median_contract_rent","dataset"
2011,"15940","Canton-Massillon, OH Metro Area",123300,492,acs1
2012,"15940","Canton-Massillon, OH Metro Area",122800,500,acs1
2013,"15940","Canton-Massillon, OH Metro Area",118300,527,acs1
2014,"15940","Canton-Massillon, OH Metro Area",119800,517,acs1
2015,"15940","Canton-Massillon, OH Metro Area",123600,530,acs1
2016,"15940","Canton-Massillon, OH Metro Area",126400,536,acs1
2017,"15940","Canton-Massillon, OH Metro Area",128500,562,acs1
2018,"15940","Canton-Massillon, OH Metro Area",132600,570,acs1
2019,"15940","Canton-Massillon, OH Metro Area",137300,570,acs1
2011,"15980","Cape Coral-Fort Myers, FL Metro Area",149500,732,acs1
2012,"15980","Cape Coral-Fort Myers, FL Metro Area",128300,751,acs1
2013,"15980","Cape Coral-Fort Myers, FL Metro Area",137600,749,acs1
2014,"15980","Cape Coral-Fort Myers, FL Metro Area",154800,788,acs1
2015,"15980","Cape Coral-Fort Myers, FL Metro Area",163400,786,acs1
2016,"15980","Cape Coral-Fort Myers, FL Metro Area",184200,847,acs1
2017,"15980","Cape Coral-Fort Myers, FL Metro Area",210900,910,acs1
2018,"15980","Cape Coral-Fort Myers, FL Metro Area",225300,969,acs1
2019,"15980","Cape Coral-Fort Myers, FL Metro Area",235000,1061,acs1
2014,"16060","Carbondale-Marion, IL Metro Area",96100,486,acs5
2015,"16060","Carbondale-Marion, IL Metro Area",98800,499,acs5
2016,"16060","Carbondale-Marion, IL Metro Area",100500,517,acs5
2017,"16060","Carbondale-Marion, IL Metro Area",104900,513,acs5
2018,"16060","Carbondale-Marion, IL Metro Area",107300,530,acs5
2019,"16060","Carbondale-Marion, IL Metro Area",109500,548,acs5
2011,"16300","Cedar Rapids, IA Metro Area",137100,522,acs1
2012,"16300","Cedar Rapids, IA Metro Area",142200,510,acs1
2013,"16300","Cedar Rapids, IA Metro Area",146700,540,acs1
2014,"16300","Cedar Rapids, IA Metro Area",144500,545,acs1
2015,"16300","Cedar Rapids, IA Metro Area",149600,534,acs1
2016,"16300","Cedar Rapids, IA Metro Area",149000,577,acs1
2017,"16300","Cedar Rapids, IA Metro Area",151100,573,acs1
2018,"16300","Cedar Rapids, IA Metro Area",156400,607,acs1
2019,"16300","Cedar Rapids, IA Metro Area",157400,596,acs1
2011,"16540","Chambersburg-Waynesboro, PA Metro Area",182400,587,acs1
2012,"16540","Chambersburg-Waynesboro, PA Metro Area",172500,590,acs1
2013,"16540","Chambersburg-Waynesboro, PA Metro Area",174500,633,acs1
2014,"16540","Chambersburg-Waynesboro, PA Metro Area",176900,640,acs1
2015,"16540","Chambersburg-Waynesboro, PA Metro Area",165100,650,acs1
2016,"16540","Chambersburg-Waynesboro, PA Metro Area",175200,648,acs1
2017,"16540","Chambersburg-Waynesboro, PA Metro Area",174700,679,acs1
2018,"16540","Chambersburg-Waynesboro, PA Metro Area",182000,695,acs1
2019,"16540","Chambersburg-Waynesboro, PA Metro Area",180200,693,acs1
2011,"16580","Champaign-Urbana, IL Metro Area",147100,596,acs1
2012,"16580","Champaign-Urbana, IL Metro Area",141700,644,acs1
2013,"16580","Champaign-Urbana, IL Metro Area",138200,636,acs1
2014,"16580","Champaign-Urbana, IL Metro Area",141900,653,acs1
2015,"16580","Champaign-Urbana, IL Metro Area",139400,659,acs1
2016,"16580","Champaign-Urbana, IL Metro Area",152600,707,acs1
2017,"16580","Champaign-Urbana, IL Metro Area",150600,686,acs1
2018,"16580","Champaign-Urbana, IL Metro Area",161300,683,acs1
2019,"16580","Champaign-Urbana, IL Metro Area",160600,691,acs1
2011,"16620","Charleston, WV Metro Area",99600,460,acs1
2012,"16620","Charleston, WV Metro Area",101900,507,acs1
2013,"16620","Charleston, WV Metro Area",103700,489,acs1
2014,"16620","Charleston, WV Metro Area",102600,478,acs1
2015,"16620","Charleston, WV Metro Area",97800,517,acs1
2016,"16620","Charleston, WV Metro Area",104100,526,acs1
2017,"16620","Charleston, WV Metro Area",111300,523,acs1
2018,"16620","Charleston, WV Metro Area",107500,500,acs1
2019,"16620","Charleston, WV Metro Area",113100,559,acs1
2011,"16700","Charleston-North Charleston, SC Metro Area",192900,716,acs1
2012,"16700","Charleston-North Charleston, SC Metro Area",179100,741,acs1
2013,"16700","Charleston-North Charleston, SC Metro Area",182500,782,acs1
2014,"16700","Charleston-North Charleston, SC Metro Area",187700,780,acs1
2015,"16700","Charleston-North Charleston, SC Metro Area",189700,815,acs1
2016,"16700","Charleston-North Charleston, SC Metro Area",210400,843,acs1
2017,"16700","Charleston-North Charleston, SC Metro Area",213200,868,acs1
2018,"16700","Charleston-North Charleston, SC Metro Area",245500,899,acs1
2019,"16700","Charleston-North Charleston, SC Metro Area",252900,997,acs1
2011,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",172500,636,acs1
2012,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",166100,662,acs1
2013,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",164700,683,acs1
2014,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",164000,683,acs1
2015,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",169400,714,acs1
2016,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",173900,743,acs1
2017,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",188100,793,acs1
2018,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",197100,822,acs1
2019,"16740","Charlotte-Concord-Gastonia, NC-SC Metro Area",215500,865,acs1
2011,"16820","Charlottesville, VA Metro Area",281900,876,acs1
2012,"16820","Charlottesville, VA Metro Area",268000,893,acs1
2013,"16820","Charlottesville, VA Metro Area",269500,848,acs1
2014,"16820","Charlottesville, VA Metro Area",261500,927,acs1
2015,"16820","Charlottesville, VA Metro Area",261800,874,acs1
2016,"16820","Charlottesville, VA Metro Area",271900,911,acs1
2017,"16820","Charlottesville, VA Metro Area",272600,1012,acs1
2018,"16820","Charlottesville, VA Metro Area",271900,979,acs1
2019,"16820","Charlottesville, VA Metro Area",299000,1027,acs1
2011,"16860","Chattanooga, TN-GA Metro Area",142000,536,acs1
2012,"16860","Chattanooga, TN-GA Metro Area",140800,526,acs1
2013,"16860","Chattanooga, TN-GA Metro Area",142800,562,acs1
2014,"16860","Chattanooga, TN-GA Metro Area",142600,576,acs1
2015,"16860","Chattanooga, TN-GA Metro Area",145700,587,acs1
2016,"16860","Chattanooga, TN-GA Metro Area",150300,591,acs1
2017,"16860","Chattanooga, TN-GA Metro Area",160300,615,acs1
2018,"16860","Chattanooga, TN-GA Metro Area",160000,647,acs1
2019,"16860","Chattanooga, TN-GA Metro Area",162200,670,acs1
2011,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",236000,804,acs1
2012,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",220200,815,acs1
2013,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",207100,833,acs1
2014,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",206300,853,acs1
2015,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",211800,872,acs1
2016,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",224300,889,acs1
2017,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",229900,930,acs1
2018,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",240300,949,acs1
2019,"16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",247800,972,acs1
2011,"17020","Chico, CA Metro Area",233800,764,acs1
2012,"17020","Chico, CA Metro Area",226600,741,acs1
2013,"17020","Chico, CA Metro Area",203100,783,acs1
2014,"17020","Chico, CA Metro Area",217600,765,acs1
2015,"17020","Chico, CA Metro Area",225400,784,acs1
2016,"17020","Chico, CA Metro Area",246700,831,acs1
2017,"17020","Chico, CA Metro Area",256500,854,acs1
2018,"17020","Chico, CA Metro Area",268900,862,acs1
2019,"17020","Chico, CA Metro Area",274200,897,acs1
2011,"17140","Cincinnati, OH-KY-IN Metro Area",155500,573,acs1
2012,"17140","Cincinnati, OH-KY-IN Metro Area",152000,575,acs1
2013,"17140","Cincinnati, OH-KY-IN Metro Area",151800,591,acs1
2014,"17140","Cincinnati, OH-KY-IN Metro Area",152000,606,acs1
2015,"17140","Cincinnati, OH-KY-IN Metro Area",152100,614,acs1
2016,"17140","Cincinnati, OH-KY-IN Metro Area",159200,639,acs1
2017,"17140","Cincinnati, OH-KY-IN Metro Area",165200,653,acs1
2018,"17140","Cincinnati, OH-KY-IN Metro Area",165500,657,acs1
2019,"17140","Cincinnati, OH-KY-IN Metro Area",173500,699,acs1
2014,"17200","Claremont-Lebanon, NH-VT Micro Area",199300,771,acs5
2015,"17200","Claremont-Lebanon, NH-VT Micro Area",198700,764,acs5
2016,"17200","Claremont-Lebanon, NH-VT Micro Area",199500,769,acs5
2017,"17200","Claremont-Lebanon, NH-VT Micro Area",200600,775,acs5
2018,"17200","Claremont-Lebanon, NH-VT Micro Area",200400,793,acs5
2019,"17200","Claremont-Lebanon, NH-VT Micro Area",204700,815,acs5
2011,"17300","Clarksville, TN-KY Metro Area",130900,568,acs1
2012,"17300","Clarksville, TN-KY Metro Area",130600,616,acs1
2013,"17300","Clarksville, TN-KY Metro Area",134100,637,acs1
2014,"17300","Clarksville, TN-KY Metro Area",139900,661,acs1
2015,"17300","Clarksville, TN-KY Metro Area",137100,637,acs1
2016,"17300","Clarksville, TN-KY Metro Area",140600,670,acs1
2017,"17300","Clarksville, TN-KY Metro Area",147600,698,acs1
2018,"17300","Clarksville, TN-KY Metro Area",159800,737,acs1
2019,"17300","Clarksville, TN-KY Metro Area",168600,737,acs1
2011,"17420","Cleveland, TN Metro Area",131600,507,acs1
2012,"17420","Cleveland, TN Metro Area",140600,477,acs1
2013,"17420","Cleveland, TN Metro Area",129800,516,acs1
2014,"17420","Cleveland, TN Metro Area",139500,517,acs1
2015,"17420","Cleveland, TN Metro Area",132900,534,acs1
2016,"17420","Cleveland, TN Metro Area",149000,511,acs1
2017,"17420","Cleveland, TN Metro Area",146100,539,acs1
2018,"17420","Cleveland, TN Metro Area",162000,590,acs1
2019,"17420","Cleveland, TN Metro Area",161400,576,acs1
2011,"17460","Cleveland-Elyria, OH Metro Area",146700,593,acs1
2012,"17460","Cleveland-Elyria, OH Metro Area",138800,595,acs1
2013,"17460","Cleveland-Elyria, OH Metro Area",139400,605,acs1
2014,"17460","Cleveland-Elyria, OH Metro Area",136100,619,acs1
2015,"17460","Cleveland-Elyria, OH Metro Area",137800,630,acs1
2016,"17460","Cleveland-Elyria, OH Metro Area",143100,634,acs1
2017,"17460","Cleveland-Elyria, OH Metro Area",146100,659,acs1
2018,"17460","Cleveland-Elyria, OH Metro Area",150400,669,acs1
2019,"17460","Cleveland-Elyria, OH Metro Area",158000,683,acs1
2011,"17660","Coeur d'Alene, ID Metro Area",195600,639,acs1
2012,"17660","Coeur d'Alene, ID Metro Area",184800,647,acs1
2013,"17660","Coeur d'Alene, ID Metro Area",177500,692,acs1
2014,"17660","Coeur d'Alene, ID Metro Area",170800,695,acs1
2015,"17660","Coeur d'Alene, ID Metro Area",192100,686,acs1
2016,"17660","Coeur d'Alene, ID Metro Area",197700,758,acs1
2017,"17660","Coeur d'Alene, ID Metro Area",239600,792,acs1
2018,"17660","Coeur d'Alene, ID Metro Area",263500,838,acs1
2019,"17660","Coeur d'Alene, ID Metro Area",276500,869,acs1
2011,"17780","College Station-Bryan, TX Metro Area",129500,612,acs1
2012,"17780","College Station-Bryan, TX Metro Area",147300,657,acs1
2013,"17780","College Station-Bryan, TX Metro Area",146100,640,acs1
2014,"17780","College Station-Bryan, TX Metro Area",137400,677,acs1
2015,"17780","College Station-Bryan, TX Metro Area",149600,696,acs1
2016,"17780","College Station-Bryan, TX Metro Area",166300,702,acs1
2017,"17780","College Station-Bryan, TX Metro Area",178000,727,acs1
2018,"17780","College Station-Bryan, TX Metro Area",173900,747,acs1
2019,"17780","College Station-Bryan, TX Metro Area",213100,783,acs1
2011,"17820","Colorado Springs, CO Metro Area",214300,695,acs1
2012,"17820","Colorado Springs, CO Metro Area",214800,765,acs1
2013,"17820","Colorado Springs, CO Metro Area",216000,778,acs1
2014,"17820","Colorado Springs, CO Metro Area",211100,833,acs1
2015,"17820","Colorado Springs, CO Metro Area",225200,835,acs1
2016,"17820","Colorado Springs, CO Metro Area",234100,883,acs1
2017,"17820","Colorado Springs, CO Metro Area",249400,914,acs1
2018,"17820","Colorado Springs, CO Metro Area",274100,996,acs1
2019,"17820","Colorado Springs, CO Metro Area",290100,1060,acs1
2011,"17860","Columbia, MO Metro Area",155800,588,acs1
2012,"17860","Columbia, MO Metro Area",161700,562,acs1
2013,"17860","Columbia, MO Metro Area",155700,619,acs1
2014,"17860","Columbia, MO Metro Area",172900,621,acs1
2015,"17860","Columbia, MO Metro Area",170700,656,acs1
2016,"17860","Columbia, MO Metro Area",181000,630,acs1
2017,"17860","Columbia, MO Metro Area",178500,654,acs1
2018,"17860","Columbia, MO Metro Area",181900,695,acs1
2019,"17860","Columbia, MO Metro Area",192200,697,acs1
2011,"17900","Columbia, SC Metro Area",137100,586,acs1
2012,"17900","Columbia, SC Metro Area",134900,633,acs1
2013,"17900","Columbia, SC Metro Area",139800,621,acs1
2014,"17900","Columbia, SC Metro Area",138900,657,acs1
2015,"17900","Columbia, SC Metro Area",140800,657,acs1
2016,"17900","Columbia, SC Metro Area",147500,666,acs1
2017,"17900","Columbia, SC Metro Area",146800,700,acs1
2018,"17900","Columbia, SC Metro Area",156600,696,acs1
2019,"17900","Columbia, SC Metro Area",156800,744,acs1
2011,"17980","Columbus, GA-AL Metro Area",131300,539,acs1
2012,"17980","Columbus, GA-AL Metro Area",134100,554,acs1
2013,"17980","Columbus, GA-AL Metro Area",129700,574,acs1
2014,"17980","Columbus, GA-AL Metro Area",132600,613,acs1
2015,"17980","Columbus, GA-AL Metro Area",142000,614,acs1
2016,"17980","Columbus, GA-AL Metro Area",138900,630,acs1
2017,"17980","Columbus, GA-AL Metro Area",153700,643,acs1
2018,"17980","Columbus, GA-AL Metro Area",137000,632,acs1
2019,"17980","Columbus, GA-AL Metro Area",147200,675,acs1
2011,"18140","Columbus, OH Metro Area",163500,611,acs1
2012,"18140","Columbus, OH Metro Area",159800,623,acs1
2013,"18140","Columbus, OH Metro Area",157300,639,acs1
2014,"18140","Columbus, OH Metro Area",154800,646,acs1
2015,"18140","Columbus, OH Metro Area",160800,675,acs1
2016,"18140","Columbus, OH Metro Area",166600,695,acs1
2017,"18140","Columbus, OH Metro Area",172200,712,acs1
2018,"18140","Columbus, OH Metro Area",182300,748,acs1
2019,"18140","Columbus, OH Metro Area",196700,774,acs1
2011,"18180","Concord, NH Micro Area",234700,800,acs1
2012,"18180","Concord, NH Micro Area",230400,776,acs1
2013,"18180","Concord, NH Micro Area",226100,789,acs1
2014,"18180","Concord, NH Micro Area",217500,852,acs1
2015,"18180","Concord, NH Micro Area",224400,866,acs1
2016,"18180","Concord, NH Micro Area",220400,832,acs1
2017,"18180","Concord, NH Micro Area",231100,894,acs1
2018,"18180","Concord, NH Micro Area",231500,927,acs1
2019,"18180","Concord, NH Micro Area",239100,914,acs1
2011,"18260","Cookeville, TN Micro Area",117400,434,acs1
2012,"18260","Cookeville, TN Micro Area",124700,424,acs1
2013,"18260","Cookeville, TN Micro Area",117200,426,acs1
2014,"18260","Cookeville, TN Micro Area",129800,453,acs1
2015,"18260","Cookeville, TN Micro Area",129800,472,acs1
2016,"18260","Cookeville, TN Micro Area",143700,524,acs1
2017,"18260","Cookeville, TN Micro Area",146500,461,acs1
2018,"18260","Cookeville, TN Micro Area",152300,516,acs1
2019,"18260","Cookeville, TN Micro Area",152500,583,acs1
2011,"18580","Corpus Christi, TX Metro Area",109400,636,acs1
2012,"18580","Corpus Christi, TX Metro Area",107700,633,acs1
2013,"18580","Corpus Christi, TX Metro Area",108600,672,acs1
2014,"18580","Corpus Christi, TX Metro Area",106700,688,acs1
2015,"18580","Corpus Christi, TX Metro Area",112500,722,acs1
2016,"18580","Corpus Christi, TX Metro Area",123900,753,acs1
2017,"18580","Corpus Christi, TX Metro Area",129000,780,acs1
2018,"18580","Corpus Christi, TX Metro Area",135900,795,acs1
2019,"18580","Corpus Christi, TX Metro Area",141200,826,acs1
2011,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",180800,779,acs1
2012,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",185000,750,acs1
2013,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",175400,795,acs1
2014,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",181100,797,acs1
2015,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",187700,828,acs1
2016,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",203500,838,acs1
2017,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",213100,832,acs1
2018,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",214100,856,acs1
2019,"18880","Crestview-Fort Walton Beach-Destin, FL Metro Area",238600,914,acs1
2011,"19060","Cumberland, MD-WV Metro Area",123800,441,acs1
2012,"19060","Cumberland, MD-WV Metro Area",122300,434,acs1
2013,"19060","Cumberland, MD-WV Metro Area",118200,466,acs1
2014,"19060","Cumberland, MD-WV Metro Area",117100,394,acs1
2015,"19060","Cumberland, MD-WV Metro Area",121500,490,acs1
2011,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",150400,691,acs1
2012,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",147700,703,acs1
2013,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",149600,733,acs1
2014,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",152700,760,acs1
2015,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",160600,784,acs1
2016,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",172500,832,acs1
2017,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",189100,869,acs1
2018,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",214900,928,acs1
2019,"19100","Dallas-Fort Worth-Arlington, TX Metro Area",238800,989,acs1
2011,"19140","Dalton, GA Metro Area",117000,510,acs1
2012,"19140","Dalton, GA Metro Area",108600,476,acs1
2013,"19140","Dalton, GA Metro Area",106000,485,acs1
2014,"19140","Dalton, GA Metro Area",107900,507,acs1
2015,"19140","Dalton, GA Metro Area",109500,510,acs1
2016,"19140","Dalton, GA Metro Area",125600,541,acs1
2017,"19140","Dalton, GA Metro Area",117900,521,acs1
2018,"19140","Dalton, GA Metro Area",126400,526,acs1
2019,"19140","Dalton, GA Metro Area",129000,556,acs1
2011,"19260","Danville, VA Micro Area",95500,397,acs1
2012,"19260","Danville, VA Micro Area",97300,415,acs1
2013,"19260","Danville, VA Micro Area",104400,408,acs1
2014,"19260","Danville, VA Micro Area",94200,427,acs1
2015,"19260","Danville, VA Micro Area",102200,424,acs1
2016,"19260","Danville, VA Micro Area",109800,444,acs1
2017,"19260","Danville, VA Micro Area",114900,463,acs1
2018,"19260","Danville, VA Micro Area",103700,454,acs1
2019,"19260","Danville, VA Micro Area",107100,480,acs1
2011,"19300","Daphne-Fairhope-Foley, AL Metro Area",176100,678,acs1
2012,"19300","Daphne-Fairhope-Foley, AL Metro Area",170300,679,acs1
